"PROD_EST","COBERTURA","ANIO","ID_MES","ID_ENTIDAD","VEH_ELECTR","VEH_HIBRIDAS_PLUGIN","VEH_HIBRIDAS","ESTATUS"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"01","29",8,9,47,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"01","30",24,72,338,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"01","31",32,56,326,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"01","32",4,6,50,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"01","99",0,1,102,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","01",58,21,140,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","02",30,36,220,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","03",2,0,63,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","04",0,2,55,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","05",29,32,272,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","06",6,3,57,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","07",9,17,125,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","08",37,30,193,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","09",679,436,2073,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","10",5,4,53,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","11",58,77,383,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","12",5,5,41,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","13",34,29,113,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","14",159,175,722,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","15",309,191,1223,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","16",36,36,230,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","17",22,15,118,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","18",6,4,24,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","19",229,214,1142,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","20",12,19,74,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","21",76,43,317,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","22",88,57,229,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","23",15,9,154,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","24",35,21,128,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","25",77,50,184,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","26",37,20,183,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","27",10,8,81,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","28",22,9,168,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","29",7,4,43,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","30",34,35,296,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","31",38,35,270,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","32",9,1,88,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"02","99",5,2,68,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","01",30,39,116,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","02",43,45,229,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","03",3,4,43,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","04",7,6,62,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","05",50,59,269,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","06",21,18,76,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","07",20,24,117,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","08",54,61,281,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","09",992,618,3032,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","10",10,7,64,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","11",108,132,371,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","12",13,9,40,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","13",30,30,145,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","14",285,270,765,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","15",460,387,1209,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","16",45,33,224,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","17",28,56,113,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","18",9,10,22,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","19",307,307,1016,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","20",18,24,85,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","21",78,121,331,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","22",92,97,289,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","23",35,38,146,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","24",40,50,152,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","25",84,52,194,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","26",52,45,167,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","27",14,23,91,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","28",26,25,175,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","29",9,7,57,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","30",66,56,323,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","31",61,52,241,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","32",5,8,42,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"03","99",17,1,61,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","01",131,34,168,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","02",35,49,230,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","03",1,4,61,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","04",4,7,59,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","05",51,50,291,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","06",21,17,105,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","07",9,25,138,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","08",42,70,227,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","09",585,529,2345,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","10",9,5,70,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","11",107,92,449,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","12",10,13,57,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","13",28,38,169,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","14",235,244,1014,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","15",351,507,1454,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","16",20,42,261,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","17",54,68,175,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","18",8,5,22,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","19",211,245,1116,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","20",10,26,96,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","21",71,83,429,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","22",67,109,337,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","23",28,35,171,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","24",32,41,176,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","25",81,59,195,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","26",33,44,224,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","27",12,25,130,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","28",11,26,217,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","29",7,8,49,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","30",69,74,370,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","31",44,58,290,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","32",11,11,52,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"04","99",8,1,32,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","01",28,34,258,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","02",43,53,248,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","03",6,5,74,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","04",8,6,72,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","05",42,64,295,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","06",15,20,106,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","07",12,31,157,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","08",45,67,259,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","09",668,618,2340,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","10",10,9,64,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","11",85,106,450,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","12",7,13,56,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","13",27,50,172,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","14",266,261,1056,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","15",387,371,1707,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","16",28,39,260,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","17",22,24,187,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","18",9,13,33,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","19",259,337,1219,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","20",20,23,111,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","21",92,143,461,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","22",75,87,342,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","23",18,32,179,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","24",29,43,197,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","25",76,63,210,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","26",28,42,256,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","27",19,40,122,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","28",33,19,235,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","29",6,5,61,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","30",60,92,391,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","31",46,55,322,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","32",9,5,56,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"05","99",1,0,95,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"06","01",25,36,138,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"06","02",51,54,278,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"06","03",6,8,90,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"06","04",7,9,67,"Cifras Revisadas"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos","Nacional",2026,"06","05",32,65,252,"Cifras Revisadas"
